/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
.                                                 line 360 cols 40-41 is T_PUNCTUATION
T_RSRVWRDS                                        line 360 cols 50-60 is T_IDENTIFIER
)                                                 line 360 cols 51-52 is T_PUNCTUATION
{                                                 line 360 cols 52-53 is T_PUNCTUATION
lexer                                             line 361 cols 25-30 is T_IDENTIFIER
.                                                 line 361 cols 26-27 is T_PUNCTUATION
lexeme                                            line 361 cols 32-38 is T_IDENTIFIER
=                                                 line 361 cols 34-35 is T_BINOP
lexer                                             line 361 cols 40-45 is T_IDENTIFIER
.                                                 line 361 cols 41-42 is T_PUNCTUATION
lexeme                                            line 361 cols 47-53 is T_IDENTIFIER
.                                                 line 361 cols 48-49 is T_PUNCTUATION
toLowerCase                                       line 361 cols 59-70 is T_IDENTIFIER
(                                                 line 361 cols 60-61 is T_PUNCTUATION
)                                                 line 361 cols 61-62 is T_PUNCTUATION
;                                                 line 361 cols 62-63 is T_PUNCTUATION
StyleConstants                                    line 362 cols 34-48 is T_IDENTIFIER
.                                                 line 362 cols 35-36 is T_PUNCTUATION
setForeground                                     line 362 cols 48-61 is T_IDENTIFIER
(                                                 line 362 cols 49-50 is T_PUNCTUATION
style                                             line 362 cols 54-59 is T_IDENTIFIER
,                                                 line 362 cols 55-56 is T_PUNCTUATION
new                                               line 362 cols 59-62 is T_IDENTIFIER
Color                                             line 362 cols 65-70 is T_IDENTIFIER
(                                                 line 362 cols 66-67 is T_PUNCTUATION
0xF9                                              line 362 cols 70-74 is T_INTCONSTANT
,                                                 line 362 cols 71-72 is T_PUNCTUATION
0x26                                              line 362 cols 75-79 is T_INTCONSTANT
,                                                 line 362 cols 76-77 is T_PUNCTUATION
0x72                                              line 362 cols 81-85 is T_INTCONSTANT
)                                                 line 362 cols 82-83 is T_PUNCTUATION
)                                                 line 362 cols 83-84 is T_PUNCTUATION
;                                                 line 362 cols 84-85 is T_PUNCTUATION
}                                                 line 363 cols 17-18 is T_PUNCTUATION
else                                              line 363 cols 21-25 is T_IDENTIFIER
if                                                line 363 cols 24-26 is T_IDENTIFIER
(                                                 line 363 cols 25-26 is T_PUNCTUATION
token                                             line 363 cols 30-35 is T_IDENTIFIER
==                                                line 363 cols 33-35 is T_BINOP
Token                                             line 363 cols 39-44 is T_IDENTIFIER
.                                                 line 363 cols 40-41 is T_PUNCTUATION
BOOL                                              line 363 cols 44-48 is T_IDENTIFIER
)                                                 line 363 cols 45-46 is T_PUNCTUATION
{                                                 line 363 cols 46-47 is T_PUNCTUATION
StyleConstants                                    line 364 cols 34-48 is T_IDENTIFIER
.                                                 line 364 cols 35-36 is T_PUNCTUATION
setForeground                                     line 364 cols 48-61 is T_IDENTIFIER
(                                                 line 364 cols 49-50 is T_PUNCTUATION
style                                             line 364 cols 54-59 is T_IDENTIFIER
,                                                 line 364 cols 55-56 is T_PUNCTUATION
new                                               line 364 cols 59-62 is T_IDENTIFIER
Color                                             line 364 cols 65-70 is T_IDENTIFIER
(                                                 line 364 cols 66-67 is T_PUNCTUATION
0xAE                                              line 364 cols 70-74 is T_INTCONSTANT
,                                                 line 364 cols 71-72 is T_PUNCTUATION
0x81                                              line 364 cols 75-79 is T_INTCONSTANT
,                                                 line 364 cols 76-77 is T_PUNCTUATION
0xFF                                              line 364 cols 81-85 is T_INTCONSTANT
)                                                 line 364 cols 82-83 is T_PUNCTUATION
)                                                 line 364 cols 83-84 is T_PUNCTUATION
;                                                 line 364 cols 84-85 is T_PUNCTUATION
}                                                 line 365 cols 17-18 is T_PUNCTUATION
else                                              line 365 cols 21-25 is T_IDENTIFIER
if                                                line 365 cols 24-26 is T_IDENTIFIER
(                                                 line 365 cols 25-26 is T_PUNCTUATION
token                                             line 365 cols 30-35 is T_IDENTIFIER
==                                                line 365 cols 33-35 is T_BINOP
Token                                             line 365 cols 39-44 is T_IDENTIFIER
.                                                 line 365 cols 40-41 is T_PUNCTUATION
INT                                               line 365 cols 43-46 is T_IDENTIFIER
||                                                line 365 cols 46-48 is LOGOP
token                                             line 365 cols 52-57 is T_IDENTIFIER
==                                                line 365 cols 55-57 is T_BINOP
Token                                             line 365 cols 61-66 is T_IDENTIFIER
.                                                 line 365 cols 62-63 is T_PUNCTUATION
DOUBLE                                            line 365 cols 68-74 is T_IDENTIFIER
)                                                 line 365 cols 69-70 is T_PUNCTUATION
{                                                 line 365 cols 70-71 is T_PUNCTUATION
StyleConstants                                    line 366 cols 34-48 is T_IDENTIFIER
.                                                 line 366 cols 35-36 is T_PUNCTUATION
setForeground                                     line 366 cols 48-61 is T_IDENTIFIER
(                                                 line 366 cols 49-50 is T_PUNCTUATION
style                                             line 366 cols 54-59 is T_IDENTIFIER
,                                                 line 366 cols 55-56 is T_PUNCTUATION
new                                               line 366 cols 59-62 is T_IDENTIFIER
Color                                             line 366 cols 65-70 is T_IDENTIFIER
(                                                 line 366 cols 66-67 is T_PUNCTUATION
0x72                                              line 366 cols 70-74 is T_INTCONSTANT
,                                                 line 366 cols 71-72 is T_PUNCTUATION
0x9F                                              line 366 cols 75-79 is T_INTCONSTANT
,                                                 line 366 cols 76-77 is T_PUNCTUATION
0xCF                                              line 366 cols 81-85 is T_INTCONSTANT
)                                                 line 366 cols 82-83 is T_PUNCTUATION
)                                                 line 366 cols 83-84 is T_PUNCTUATION
;                                                 line 366 cols 84-85 is T_PUNCTUATION
}                                                 line 367 cols 17-18 is T_PUNCTUATION
else                                              line 367 cols 21-25 is T_IDENTIFIER
if                                                line 367 cols 24-26 is T_IDENTIFIER
(                                                 line 367 cols 25-26 is T_PUNCTUATION
token                                             line 367 cols 30-35 is T_IDENTIFIER
==                                                line 367 cols 33-35 is T_BINOP
Token                                             line 367 cols 39-44 is T_IDENTIFIER
.                                                 line 367 cols 40-41 is T_PUNCTUATION
CTRLSTRCT                                         line 367 cols 49-58 is T_IDENTIFIER
)                                                 line 367 cols 50-51 is T_PUNCTUATION
{                                                 line 367 cols 51-52 is T_PUNCTUATION
StyleConstants                                    line 368 cols 34-48 is T_IDENTIFIER
.                                                 line 368 cols 35-36 is T_PUNCTUATION
setForeground                                     line 368 cols 48-61 is T_IDENTIFIER
(                                                 line 368 cols 49-50 is T_PUNCTUATION
style                                             line 368 cols 54-59 is T_IDENTIFIER
,                                                 line 368 cols 55-56 is T_PUNCTUATION
new                                               line 368 cols 59-62 is T_IDENTIFIER
Color                                             line 368 cols 65-70 is T_IDENTIFIER
(                                                 line 368 cols 66-67 is T_PUNCTUATION
0xF9                                              line 368 cols 70-74 is T_INTCONSTANT
,                                                 line 368 cols 71-72 is T_PUNCTUATION
0x26                                              line 368 cols 75-79 is T_INTCONSTANT
,                                                 line 368 cols 76-77 is T_PUNCTUATION
0x72                                              line 368 cols 81-85 is T_INTCONSTANT
)                                                 line 368 cols 82-83 is T_PUNCTUATION
)                                                 line 368 cols 83-84 is T_PUNCTUATION
;                                                 line 368 cols 84-85 is T_PUNCTUATION
}                                                 line 369 cols 17-18 is T_PUNCTUATION
else                                              line 369 cols 21-25 is T_IDENTIFIER
if                                                line 369 cols 24-26 is T_IDENTIFIER
(                                                 line 369 cols 25-26 is T_PUNCTUATION
token                                             line 369 cols 30-35 is T_IDENTIFIER
==                                                line 369 cols 33-35 is T_BINOP
Token                                             line 369 cols 39-44 is T_IDENTIFIER
.                                                 line 369 cols 40-41 is T_PUNCTUATION
CONSTANT                                          line 369 cols 48-56 is T_IDENTIFIER
)                                                 line 369 cols 49-50 is T_PUNCTUATION
{                                                 line 369 cols 50-51 is T_PUNCTUATION
StyleConstants                                    line 370 cols 34-48 is T_IDENTIFIER
.                                                 line 370 cols 35-36 is T_PUNCTUATION
setForeground                                     line 370 cols 48-61 is T_IDENTIFIER
(                                                 line 370 cols 49-50 is T_PUNCTUATION
style                                             line 370 cols 54-59 is T_IDENTIFIER
,                                                 line 370 cols 55-56 is T_PUNCTUATION
new                                               line 370 cols 59-62 is T_IDENTIFIER
Color                                             line 370 cols 65-70 is T_IDENTIFIER
(                                                 line 370 cols 66-67 is T_PUNCTUATION
0xAE                                              line 370 cols 70-74 is T_INTCONSTANT
,                                                 line 370 cols 71-72 is T_PUNCTUATION
0x81                                              line 370 cols 76-80 is T_INTCONSTANT
,                                                 line 370 cols 77-78 is T_PUNCTUATION
0xFF                                              line 370 cols 82-86 is T_INTCONSTANT
)                                                 line 370 cols 83-84 is T_PUNCTUATION
)                                                 line 370 cols 84-85 is T_PUNCTUATION
;                                                 line 370 cols 85-86 is T_PUNCTUATION
}                                                 line 371 cols 17-18 is T_PUNCTUATION
else                                              line 371 cols 21-25 is T_IDENTIFIER
if                                                line 371 cols 24-26 is T_IDENTIFIER
(                                                 line 371 cols 25-26 is T_PUNCTUATION
token                                             line 371 cols 30-35 is T_IDENTIFIER
==                                                line 371 cols 33-35 is T_BINOP
Token                                             line 371 cols 39-44 is T_IDENTIFIER
.                                                 line 371 cols 40-41 is T_PUNCTUATION
COMMENT                                           line 371 cols 47-54 is T_IDENTIFIER
)                                                 line 371 cols 48-49 is T_PUNCTUATION
{                                                 line 371 cols 49-50 is T_PUNCTUATION
StyleConstants                                    line 372 cols 34-48 is T_IDENTIFIER
.                                                 line 372 cols 35-36 is T_PUNCTUATION
setForeground                                     line 372 cols 48-61 is T_IDENTIFIER
(                                                 line 372 cols 49-50 is T_PUNCTUATION
style                                             line 372 cols 54-59 is T_IDENTIFIER
,                                                 line 372 cols 55-56 is T_PUNCTUATION
new                                               line 372 cols 59-62 is T_IDENTIFIER
Color                                             line 372 cols 65-70 is T_IDENTIFIER
(                                                 line 372 cols 66-67 is T_PUNCTUATION
0xC4                                              line 372 cols 70-74 is T_INTCONSTANT
,                                                 line 372 cols 71-72 is T_PUNCTUATION
0xA0                                              line 372 cols 76-80 is T_INTCONSTANT
,                                                 line 372 cols 77-78 is T_PUNCTUATION
0x00                                              line 372 cols 82-86 is T_INTCONSTANT
)                                                 line 372 cols 83-84 is T_PUNCTUATION
)                                                 line 372 cols 84-85 is T_PUNCTUATION
;                                                 line 372 cols 85-86 is T_PUNCTUATION
}                                                 line 373 cols 17-18 is T_PUNCTUATION
else                                              line 373 cols 21-25 is T_IDENTIFIER
if                                                line 373 cols 24-26 is T_IDENTIFIER
(                                                 line 373 cols 25-26 is T_PUNCTUATION
token                                             line 373 cols 30-35 is T_IDENTIFIER
==                                                line 373 cols 33-35 is T_BINOP
Token                                             line 373 cols 39-44 is T_IDENTIFIER
.                                                 line 373 cols 40-41 is T_PUNCTUATION
PHP                                               line 373 cols 43-46 is T_IDENTIFIER
)                                                 line 373 cols 44-45 is T_PUNCTUATION
{                                                 line 373 cols 45-46 is T_PUNCTUATION
StyleConstants                                    line 374 cols 34-48 is T_IDENTIFIER
.                                                 line 374 cols 35-36 is T_PUNCTUATION
setForeground                                     line 374 cols 48-61 is T_IDENTIFIER
(                                                 line 374 cols 49-50 is T_PUNCTUATION
style                                             line 374 cols 54-59 is T_IDENTIFIER
,                                                 line 374 cols 55-56 is T_PUNCTUATION
Color                                             line 374 cols 61-66 is T_IDENTIFIER
.                                                 line 374 cols 62-63 is T_PUNCTUATION
LIGHT_GRAY                                        line 374 cols 72-82 is T_IDENTIFIER
)                                                 line 374 cols 73-74 is T_PUNCTUATION
;                                                 line 374 cols 74-75 is T_PUNCTUATION
}                                                 line 375 cols 17-18 is T_PUNCTUATION
else                                              line 375 cols 21-25 is T_IDENTIFIER
if                                                line 375 cols 24-26 is T_IDENTIFIER
(                                                 line 375 cols 25-26 is T_PUNCTUATION
token                                             line 375 cols 30-35 is T_IDENTIFIER
==                                                line 375 cols 33-35 is T_BINOP
Token                                             line 375 cols 39-44 is T_IDENTIFIER
.                                                 line 375 cols 40-41 is T_PUNCTUATION
DB                                                line 375 cols 42-44 is T_IDENTIFIER
)                                                 line 375 cols 43-44 is T_PUNCTUATION
{                                                 line 375 cols 44-45 is T_PUNCTUATION
StyleConstants                                    line 376 cols 34-48 is T_IDENTIFIER
.                                                 line 376 cols 35-36 is T_PUNCTUATION
setForeground                                     line 376 cols 48-61 is T_IDENTIFIER
(                                                 line 376 cols 49-50 is T_PUNCTUATION
style                                             line 376 cols 54-59 is T_IDENTIFIER
,                                                 line 376 cols 55-56 is T_PUNCTUATION
Color                                             line 376 cols 61-66 is T_IDENTIFIER
.                                                 line 376 cols 62-63 is T_PUNCTUATION
ORANGE                                            line 376 cols 68-74 is T_IDENTIFIER
)                                                 line 376 cols 69-70 is T_PUNCTUATION
;                                                 line 376 cols 70-71 is T_PUNCTUATION
int                                               line 377 cols 23-26 is T_IDENTIFIER
i                                                 line 377 cols 25-26 is T_IDENTIFIER
=                                                 line 377 cols 27-28 is T_BINOP
lexer                                             line 377 cols 33-38 is T_IDENTIFIER
.                                                 line 377 cols 34-35 is T_PUNCTUATION
lexeme                                            line 377 cols 40-46 is T_IDENTIFIER
.                                                 line 377 cols 41-42 is T_PUNCTUATION
indexOf                                           line 377 cols 48-55 is T_IDENTIFIER
(                                                 line 377 cols 49-50 is T_PUNCTUATION
"["                                               line 377 cols 52-55 is T_STRINGCONSTANT
)                                                 line 377 cols 53-54 is T_PUNCTUATION
;                                                 line 377 cols 54-55 is T_PUNCTUATION
String                                            line 378 cols 30-36 is T_IDENTIFIER
param                                             line 378 cols 36-41 is T_IDENTIFIER
=                                                 line 378 cols 38-39 is T_BINOP
lexer                                             line 378 cols 44-49 is T_IDENTIFIER
.                                                 line 378 cols 45-46 is T_PUNCTUATION
lexeme                                            line 378 cols 51-57 is T_IDENTIFIER
.                                                 line 378 cols 52-53 is T_PUNCTUATION
substring                                         line 378 cols 61-70 is T_IDENTIFIER
(                                                 line 378 cols 62-63 is T_PUNCTUATION
0                                                 line 378 cols 63-64 is T_INTCONSTANT
,                                                 line 378 cols 64-65 is T_PUNCTUATION
i                                                 line 378 cols 65-66 is T_IDENTIFIER
)                                                 line 378 cols 66-67 is T_PUNCTUATION
.                                                 line 378 cols 67-68 is T_PUNCTUATION
toLowerCase                                       line 378 cols 78-89 is T_IDENTIFIER
(                                                 line 378 cols 79-80 is T_PUNCTUATION
)                                                 line 378 cols 80-81 is T_PUNCTUATION
+                                                 line 378 cols 81-82 is T_BINOP
lexer                                             line 378 cols 86-91 is T_IDENTIFIER
.                                                 line 378 cols 87-88 is T_PUNCTUATION
lexeme                                            line 378 cols 93-99 is T_IDENTIFIER
.                                                 line 378 cols 94-95 is T_PUNCTUATION
substring                                         line 378 cols 103-112 is T_IDENTIFIER
(                                                 line 378 cols 104-105 is T_PUNCTUATION
i                                                 line 378 cols 105-106 is T_IDENTIFIER
,                                                 line 378 cols 106-107 is T_PUNCTUATION
lexer                                             line 378 cols 112-117 is T_IDENTIFIER
.                                                 line 378 cols 113-114 is T_PUNCTUATION
lexeme                                            line 378 cols 119-125 is T_IDENTIFIER
.                                                 line 378 cols 120-121 is T_PUNCTUATION
length                                            line 378 cols 126-132 is T_IDENTIFIER
(                                                 line 378 cols 127-128 is T_PUNCTUATION
)                                                 line 378 cols 128-129 is T_PUNCTUATION
)                                                 line 378 cols 129-130 is T_PUNCTUATION
.                                                 line 378 cols 130-131 is T_PUNCTUATION
toUpperCase                                       line 378 cols 141-152 is T_IDENTIFIER
(                                                 line 378 cols 142-143 is T_PUNCTUATION
)                                                 line 378 cols 143-144 is T_PUNCTUATION
;                                                 line 378 cols 144-145 is T_PUNCTUATION
}                                                 line 379 cols 17-18 is T_PUNCTUATION
else                                              line 379 cols 21-25 is T_IDENTIFIER
if                                                line 379 cols 24-26 is T_IDENTIFIER
(                                                 line 379 cols 25-26 is T_PUNCTUATION
token                                             line 379 cols 30-35 is T_IDENTIFIER
==                                                line 379 cols 33-35 is T_BINOP
Token                                             line 379 cols 39-44 is T_IDENTIFIER
.                                                 line 379 cols 40-41 is T_PUNCTUATION
MAGCONSTANT                                       line 379 cols 51-62 is T_IDENTIFIER
)                                                 line 379 cols 52-53 is T_PUNCTUATION
{                                                 line 379 cols 53-54 is T_PUNCTUATION
String                                            line 380 cols 26-32 is T_IDENTIFIER
content                                           line 380 cols 34-41 is T_IDENTIFIER
=                                                 line 380 cols 36-37 is T_BINOP
lexer                                             line 380 cols 42-47 is T_IDENTIFIER
.                                                 line 380 cols 43-44 is T_PUNCTUATION
lexeme                                            line 380 cols 49-55 is T_IDENTIFIER
;                                                 line 380 cols 50-51 is T_PUNCTUATION
}                                                 line 381 cols 17-18 is T_PUNCTUATION
else                                              line 381 cols 21-25 is T_IDENTIFIER
if                                                line 381 cols 24-26 is T_IDENTIFIER
(                                                 line 381 cols 25-26 is T_PUNCTUATION
token                                             line 381 cols 30-35 is T_IDENTIFIER
==                                                line 381 cols 33-35 is T_BINOP
Token                                             line 381 cols 39-44 is T_IDENTIFIER
.                                                 line 381 cols 40-41 is T_PUNCTUATION
LOGOP                                             line 381 cols 45-50 is T_IDENTIFIER
)                                                 line 381 cols 46-47 is T_PUNCTUATION
{                                                 line 381 cols 47-48 is T_PUNCTUATION
String                                            line 382 cols 26-32 is T_IDENTIFIER
content                                           line 382 cols 34-41 is T_IDENTIFIER
=                                                 line 382 cols 36-37 is T_BINOP
lexer                                             line 382 cols 42-47 is T_IDENTIFIER
.                                                 line 382 cols 43-44 is T_PUNCTUATION
lexeme                                            line 382 cols 49-55 is T_IDENTIFIER
;                                                 line 382 cols 50-51 is T_PUNCTUATION
}                                                 line 383 cols 17-18 is T_PUNCTUATION
if                                                line 384 cols 18-20 is T_IDENTIFIER
(                                                 line 384 cols 19-20 is T_PUNCTUATION
token                                             line 384 cols 24-29 is T_IDENTIFIER
!=                                                line 384 cols 26-28 is T_BINOP
token                                             line 384 cols 31-36 is T_IDENTIFIER
.                                                 line 384 cols 32-33 is T_PUNCTUATION
BLANK                                             line 384 cols 37-42 is T_IDENTIFIER
&&                                                line 384 cols 40-42 is LOGOP
token                                             line 384 cols 46-51 is T_IDENTIFIER
!=                                                line 384 cols 48-50 is T_BINOP
token                                             line 384 cols 53-58 is T_IDENTIFIER
.                                                 line 384 cols 54-55 is T_PUNCTUATION
NEWLINE                                           line 384 cols 61-68 is T_IDENTIFIER
)                                                 line 384 cols 62-63 is T_PUNCTUATION
ResultadoConsola                                  line 385 cols 36-52 is T_IDENTIFIER
=                                                 line 385 cols 38-39 is T_BINOP
ResultadoConsola                                  line 385 cols 55-71 is T_IDENTIFIER
+                                                 line 385 cols 57-58 is T_BINOP
String                                            line 385 cols 64-70 is T_IDENTIFIER
.                                                 line 385 cols 65-66 is T_PUNCTUATION
format                                            line 385 cols 71-77 is T_IDENTIFIER
(                                                 line 385 cols 72-73 is T_PUNCTUATION
"%1$-"                                            line 385 cols 78-84 is T_STRINGCONSTANT
+                                                 line 385 cols 80-81 is T_BINOP
50                                                line 385 cols 83-85 is T_INTCONSTANT
+                                                 line 385 cols 85-86 is T_BINOP
"s"                                               line 385 cols 89-92 is T_STRINGCONSTANT
,                                                 line 385 cols 90-91 is T_PUNCTUATION
lexer                                             line 385 cols 96-101 is T_IDENTIFIER
.                                                 line 385 cols 97-98 is T_PUNCTUATION
lexeme                                            line 385 cols 103-109 is T_IDENTIFIER
)                                                 line 385 cols 104-105 is T_PUNCTUATION
+                                                 line 385 cols 107-108 is T_BINOP
"line "                                           line 385 cols 115-122 is T_STRINGCONSTANT
+                                                 line 385 cols 117-118 is T_BINOP
lexer                                             line 385 cols 122-127 is T_IDENTIFIER
.                                                 line 385 cols 123-124 is T_PUNCTUATION
lineNumber                                        line 385 cols 133-143 is T_IDENTIFIER
+                                                 line 385 cols 134-135 is T_BINOP
" cols "                                          line 385 cols 142-150 is T_STRINGCONSTANT
+                                                 line 385 cols 143-144 is T_BINOP
lexer                                             line 385 cols 148-153 is T_IDENTIFIER
.                                                 line 385 cols 149-150 is T_PUNCTUATION
chars                                             line 385 cols 154-159 is T_IDENTIFIER
+                                                 line 385 cols 155-156 is T_BINOP
"-"                                               line 385 cols 159-162 is T_STRINGCONSTANT
+                                                 line 385 cols 161-162 is T_BINOP
(                                                 line 385 cols 162-163 is T_PUNCTUATION
(                                                 line 385 cols 163-164 is T_PUNCTUATION
int                                               line 385 cols 166-169 is T_IDENTIFIER
)                                                 line 385 cols 167-168 is T_PUNCTUATION
lexer                                             line 385 cols 172-177 is T_IDENTIFIER
.                                                 line 385 cols 173-174 is T_PUNCTUATION
chars                                             line 385 cols 178-183 is T_IDENTIFIER
+                                                 line 385 cols 179-180 is T_BINOP
(                                                 line 385 cols 180-181 is T_PUNCTUATION
int                                               line 385 cols 183-186 is T_IDENTIFIER
)                                                 line 385 cols 184-185 is T_PUNCTUATION
lexer                                             line 385 cols 189-194 is T_IDENTIFIER
.                                                 line 385 cols 190-191 is T_PUNCTUATION
lexeme                                            line 385 cols 196-202 is T_IDENTIFIER
.                                                 line 385 cols 197-198 is T_PUNCTUATION
length                                            line 385 cols 203-209 is T_IDENTIFIER
(                                                 line 385 cols 204-205 is T_PUNCTUATION
)                                                 line 385 cols 205-206 is T_PUNCTUATION
)                                                 line 385 cols 206-207 is T_PUNCTUATION
+                                                 line 385 cols 208-209 is T_BINOP
" is "                                            line 385 cols 215-221 is T_STRINGCONSTANT
+                                                 line 385 cols 217-218 is T_BINOP
(                                                 line 385 cols 219-220 is T_PUNCTUATION
(                                                 line 385 cols 220-221 is T_PUNCTUATION
token                                             line 385 cols 225-230 is T_IDENTIFIER
==                                                line 385 cols 227-229 is T_BINOP
Token                                             line 385 cols 232-237 is T_IDENTIFIER
.                                                 line 385 cols 233-234 is T_PUNCTUATION
NEWLINE                                           line 385 cols 240-247 is T_IDENTIFIER
)                                                 line 385 cols 241-242 is T_PUNCTUATION
*** Error line 385. *** Unrecognized : ?
":"                                               line 385 cols 246-249 is T_STRINGCONSTANT
*** Error line 385. *** Unrecognized : :
token                                             line 385 cols 253-258 is T_IDENTIFIER
.                                                 line 385 cols 254-255 is T_PUNCTUATION
toString                                          line 385 cols 262-270 is T_IDENTIFIER
(                                                 line 385 cols 263-264 is T_PUNCTUATION
)                                                 line 385 cols 264-265 is T_PUNCTUATION
)                                                 line 385 cols 265-266 is T_PUNCTUATION
+                                                 line 385 cols 267-268 is T_BINOP
"\n"                                              line 385 cols 272-276 is T_STRINGCONSTANT
;                                                 line 385 cols 273-274 is T_PUNCTUATION
ResultadoArchivoSalida                            line 387 cols 38-60 is T_IDENTIFIER
+=                                                line 387 cols 41-43 is T_BINOP
lexer                                             line 387 cols 47-52 is T_IDENTIFIER
.                                                 line 387 cols 48-49 is T_PUNCTUATION
lexeme                                            line 387 cols 54-60 is T_IDENTIFIER
;                                                 line 387 cols 55-56 is T_PUNCTUATION
doc                                               line 388 cols 19-22 is T_IDENTIFIER
.                                                 line 388 cols 20-21 is T_PUNCTUATION
insertString                                      line 388 cols 32-44 is T_IDENTIFIER
(                                                 line 388 cols 33-34 is T_PUNCTUATION
doc                                               line 388 cols 36-39 is T_IDENTIFIER
.                                                 line 388 cols 37-38 is T_PUNCTUATION
getLength                                         line 388 cols 46-55 is T_IDENTIFIER
(                                                 line 388 cols 47-48 is T_PUNCTUATION
)                                                 line 388 cols 48-49 is T_PUNCTUATION
,                                                 line 388 cols 49-50 is T_PUNCTUATION
lexer                                             line 388 cols 55-60 is T_IDENTIFIER
.                                                 line 388 cols 56-57 is T_PUNCTUATION
lexeme                                            line 388 cols 62-68 is T_IDENTIFIER
,                                                 line 388 cols 63-64 is T_PUNCTUATION
style                                             line 388 cols 68-73 is T_IDENTIFIER
)                                                 line 388 cols 69-70 is T_PUNCTUATION
;                                                 line 388 cols 70-71 is T_PUNCTUATION
StyleConstants                                    line 389 cols 30-44 is T_IDENTIFIER
.                                                 line 389 cols 31-32 is T_PUNCTUATION
setBold                                           line 389 cols 38-45 is T_IDENTIFIER
(                                                 line 389 cols 39-40 is T_PUNCTUATION
style                                             line 389 cols 44-49 is T_IDENTIFIER
,                                                 line 389 cols 45-46 is T_PUNCTUATION
false                                             line 389 cols 51-56 is T_IDENTIFIER
)                                                 line 389 cols 52-53 is T_PUNCTUATION
;                                                 line 389 cols 53-54 is T_PUNCTUATION
StyleConstants                                    line 390 cols 30-44 is T_IDENTIFIER
.                                                 line 390 cols 31-32 is T_PUNCTUATION
setBackground                                     line 390 cols 44-57 is T_IDENTIFIER
(                                                 line 390 cols 45-46 is T_PUNCTUATION
style                                             line 390 cols 50-55 is T_IDENTIFIER
,                                                 line 390 cols 51-52 is T_PUNCTUATION
Color                                             line 390 cols 57-62 is T_IDENTIFIER
.                                                 line 390 cols 58-59 is T_PUNCTUATION
WHITE                                             line 390 cols 63-68 is T_IDENTIFIER
)                                                 line 390 cols 64-65 is T_PUNCTUATION
;                                                 line 390 cols 65-66 is T_PUNCTUATION
StyleConstants                                    line 391 cols 30-44 is T_IDENTIFIER
.                                                 line 391 cols 31-32 is T_PUNCTUATION
setForeground                                     line 391 cols 44-57 is T_IDENTIFIER
(                                                 line 391 cols 45-46 is T_PUNCTUATION
style                                             line 391 cols 50-55 is T_IDENTIFIER
,                                                 line 391 cols 51-52 is T_PUNCTUATION
Color                                             line 391 cols 57-62 is T_IDENTIFIER
.                                                 line 391 cols 58-59 is T_PUNCTUATION
black                                             line 391 cols 63-68 is T_IDENTIFIER
)                                                 line 391 cols 64-65 is T_PUNCTUATION
;                                                 line 391 cols 65-66 is T_PUNCTUATION
}                                                 line 392 cols 13-14 is T_PUNCTUATION
}                                                 line 395 cols 9-10 is T_PUNCTUATION
File                                              line 396 cols 12-16 is T_IDENTIFIER
outputFile                                        line 396 cols 23-33 is T_IDENTIFIER
=                                                 line 396 cols 25-26 is T_BINOP
new                                               line 396 cols 29-32 is T_IDENTIFIER
File                                              line 396 cols 34-38 is T_IDENTIFIER
(                                                 line 396 cols 35-36 is T_PUNCTUATION
filePath                                          line 396 cols 43-51 is T_IDENTIFIER
+                                                 line 396 cols 44-45 is T_BINOP
".out"                                            line 396 cols 50-56 is T_STRINGCONSTANT
)                                                 line 396 cols 51-52 is T_PUNCTUATION
;                                                 line 396 cols 52-53 is T_PUNCTUATION
PrintWriter                                       line 397 cols 19-30 is T_IDENTIFIER
writer                                            line 397 cols 26-32 is T_IDENTIFIER
;                                                 line 397 cols 27-28 is T_PUNCTUATION
writer                                            line 398 cols 14-20 is T_IDENTIFIER
=                                                 line 398 cols 16-17 is T_BINOP
new                                               line 398 cols 20-23 is T_IDENTIFIER
PrintWriter                                       line 398 cols 32-43 is T_IDENTIFIER
(                                                 line 398 cols 33-34 is T_PUNCTUATION
outputFile                                        line 398 cols 43-53 is T_IDENTIFIER
)                                                 line 398 cols 44-45 is T_PUNCTUATION
;                                                 line 398 cols 45-46 is T_PUNCTUATION
writer                                            line 399 cols 14-20 is T_IDENTIFIER
.                                                 line 399 cols 15-16 is T_PUNCTUATION
print                                             line 399 cols 20-25 is T_IDENTIFIER
(                                                 line 399 cols 21-22 is T_PUNCTUATION
ResultadoConsola                                  line 399 cols 37-53 is T_IDENTIFIER
)                                                 line 399 cols 38-39 is T_PUNCTUATION
;                                                 line 399 cols 39-40 is T_PUNCTUATION
writer                                            line 400 cols 14-20 is T_IDENTIFIER
.                                                 line 400 cols 15-16 is T_PUNCTUATION
close                                             line 400 cols 20-25 is T_IDENTIFIER
(                                                 line 400 cols 21-22 is T_PUNCTUATION
)                                                 line 400 cols 22-23 is T_PUNCTUATION
;                                                 line 400 cols 23-24 is T_PUNCTUATION
}                                                 line 402 cols 5-6 is T_PUNCTUATION
public                                            line 403 cols 10-16 is T_IDENTIFIER
void                                              line 403 cols 15-19 is T_IDENTIFIER
validarArchivo                                    line 403 cols 30-44 is T_IDENTIFIER
